machine_name,node_id,timestamp,voltage_l1,voltage_l2,voltage_l3,current_l1,current_l2,current_l3,active_power_kw,kwh,kvarh,pf,temperature,vibration,co2_ppm
EBOOT CNC,TX-EBOOT,2026-03-11T12:13:14.187Z,402.8,401.2,404.3,15.73,17.13,19.15,20.95,160.841,16.084,0.90,42.6,2.03,463
SARA Mill,TX-SARA,2026-03-11T12:13:14.187Z,397.9,396.1,397.4,17.24,17.77,18.41,21.22,225.107,22.511,0.93,48.9,1.17,420
Compressor Array,D-003,2026-03-11T12:13:14.187Z,396.5,398.1,395.3,19.26,15.09,15.50,19.77,119.208,11.921,0.89,49.0,1.86,474
JMS Industrial,TX-JMS,2026-03-11T12:18:14.187Z,398.4,396.4,399.0,16.47,15.47,17.16,19.54,196.806,19.681,0.93,55.9,0.37,463
EBOOT CNC,TX-EBOOT,2026-03-11T12:18:14.187Z,400.3,397.6,404.4,18.73,17.30,18.91,22.02,162.676,16.268,0.88,42.0,1.05,428
SARA Mill,TX-SARA,2026-03-11T12:18:14.187Z,396.8,401.6,399.3,17.31,19.81,18.43,22.18,226.956,22.696,0.95,57.7,1.40,476
Compressor Array,D-003,2026-03-11T12:18:14.187Z,401.3,398.7,401.5,18.06,17.13,19.23,21.80,121.025,12.102,0.93,40.3,2.00,401
JMS Industrial,TX-JMS,2026-03-11T12:23:14.187Z,400.9,399.4,401.2,16.83,19.39,15.09,20.55,198.518,19.852,0.92,49.5,0.53,482
EBOOT CNC,TX-EBOOT,2026-03-11T12:23:14.187Z,399.8,404.4,397.1,15.64,18.70,17.91,20.92,164.419,16.442,0.87,60.6,2.02,442
SARA Mill,TX-SARA,2026-03-11T12:23:14.187Z,403.2,402.4,400.0,19.16,16.67,17.34,21.37,228.737,22.874,0.88,55.3,0.50,432
Compressor Array,D-003,2026-03-11T12:23:14.187Z,400.2,400.0,398.2,17.19,17.04,15.86,20.01,122.692,12.269,0.88,55.0,1.26,463
JMS Industrial,TX-JMS,2026-03-11T12:28:14.187Z,396.8,398.1,401.4,16.16,15.85,19.14,20.40,200.218,20.022,0.87,53.4,0.58,424
EBOOT CNC,TX-EBOOT,2026-03-11T12:28:14.187Z,401.7,404.7,399.5,19.74,18.98,19.22,23.29,166.360,16.636,0.93,50.3,1.93,447
SARA Mill,TX-SARA,2026-03-11T12:28:14.187Z,399.5,397.9,396.2,18.60,16.55,17.77,21.06,230.492,23.049,0.91,62.7,0.78,417
Compressor Array,D-003,2026-03-11T12:28:14.187Z,400.0,400.8,404.0,18.49,19.41,17.84,22.38,124.557,12.456,0.91,48.8,0.58,485
JMS Industrial,TX-JMS,2026-03-11T12:33:14.187Z,397.8,398.2,402.4,17.31,17.64,19.03,21.57,202.016,20.202,0.91,44.8,0.67,458
EBOOT CNC,TX-EBOOT,2026-03-11T12:33:14.187Z,403.7,403.3,398.1,17.13,15.69,18.80,20.72,168.087,16.809,0.93,51.6,1.45,424
SARA Mill,TX-SARA,2026-03-11T12:33:14.187Z,401.8,402.9,396.1,15.77,15.43,18.77,19.99,232.157,23.216,0.89,60.8,0.25,404
Compressor Array,D-003,2026-03-11T12:33:14.187Z,395.2,403.3,398.7,18.56,19.54,18.49,22.59,126.440,12.644,0.88,62.7,0.47,405
JMS Industrial,TX-JMS,2026-03-11T12:38:14.187Z,401.6,398.6,403.3,17.54,18.23,16.04,20.78,203.747,20.375,0.89,43.6,0.75,413
EBOOT CNC,TX-EBOOT,2026-03-11T12:38:14.187Z,398.3,397.6,401.6,17.91,16.68,18.18,21.06,169.842,16.984,0.90,41.2,1.45,438
SARA Mill,TX-SARA,2026-03-11T12:38:14.187Z,395.4,398.2,402.5,16.10,16.04,15.75,19.09,233.748,23.375,0.88,47.3,2.15,405
Compressor Array,D-003,2026-03-11T12:38:14.187Z,404.8,398.9,402.0,19.92,15.72,19.10,22.01,128.274,12.827,0.92,42.2,0.65,470
JMS Industrial,TX-JMS,2026-03-11T12:43:14.187Z,399.8,401.5,397.8,16.90,19.95,17.69,21.80,205.564,20.556,0.94,43.0,1.00,421
EBOOT CNC,TX-EBOOT,2026-03-11T12:43:14.187Z,401.6,396.7,395.8,19.42,18.71,16.26,21.66,171.647,17.165,0.85,59.0,2.06,437
SARA Mill,TX-SARA,2026-03-11T12:43:14.187Z,396.1,401.1,401.2,18.94,17.67,15.64,20.86,235.487,23.549,0.87,55.5,0.78,496
Compressor Array,D-003,2026-03-11T12:43:14.187Z,399.1,399.2,400.7,19.79,16.22,17.70,21.46,130.063,13.006,0.86,58.4,2.05,402
JMS Industrial,TX-JMS,2026-03-11T12:48:14.187Z,398.3,404.0,402.8,19.48,15.05,15.64,20.14,207.243,20.724,0.91,48.5,1.63,415
EBOOT CNC,TX-EBOOT,2026-03-11T12:48:14.187Z,403.6,401.9,401.2,18.17,17.45,15.53,20.58,173.362,17.336,0.94,58.8,1.72,431
SARA Mill,TX-SARA,2026-03-11T12:48:14.187Z,401.7,400.1,398.2,15.46,17.81,19.90,21.26,237.259,23.726,0.86,48.2,1.39,495
Compressor Array,D-003,2026-03-11T12:48:14.187Z,399.0,395.8,399.4,17.29,17.50,15.18,19.89,131.720,13.172,0.90,62.5,0.62,416
JMS Industrial,TX-JMS,2026-03-11T12:53:14.187Z,398.0,396.7,404.9,16.13,18.37,19.47,21.59,209.042,20.904,0.94,47.3,1.31,497
EBOOT CNC,TX-EBOOT,2026-03-11T12:53:14.187Z,402.5,395.6,397.5,16.31,18.13,18.12,20.94,175.107,17.511,0.85,68.3,0.63,459
SARA Mill,TX-SARA,2026-03-11T12:53:14.187Z,397.7,398.1,397.1,17.44,15.32,16.97,19.77,238.906,23.891,0.92,60.5,1.13,488
Compressor Array,D-003,2026-03-11T12:53:14.187Z,403.4,403.5,395.1,17.65,18.59,15.71,20.83,133.456,13.346,0.87,64.9,0.50,403
JMS Industrial,TX-JMS,2026-03-11T12:58:14.187Z,397.9,397.2,396.5,19.91,16.31,17.28,21.25,210.812,21.081,0.93,57.9,1.59,414
EBOOT CNC,TX-EBOOT,2026-03-11T12:58:14.187Z,396.2,398.6,397.7,17.15,15.60,15.43,19.15,176.703,17.670,0.92,64.7,0.67,494
SARA Mill,TX-SARA,2026-03-11T12:58:14.187Z,400.7,401.8,401.8,17.54,17.82,16.64,20.88,240.646,24.065,0.94,54.8,1.95,465
Compressor Array,D-003,2026-03-11T12:58:14.187Z,402.6,401.6,400.7,16.96,19.45,15.18,20.72,135.183,13.518,0.94,56.3,1.04,498
JMS Industrial,TX-JMS,2026-03-11T13:03:14.187Z,396.2,399.0,402.4,15.28,19.83,19.27,21.72,212.622,21.262,0.89,63.7,1.07,454
EBOOT CNC,TX-EBOOT,2026-03-11T13:03:14.187Z,402.6,400.6,395.1,18.40,19.46,18.71,22.59,178.586,17.859,0.93,67.8,1.02,464
SARA Mill,TX-SARA,2026-03-11T13:03:14.187Z,397.3,395.0,400.3,15.94,15.53,17.25,19.37,242.260,24.226,0.93,51.5,2.08,436
Compressor Array,D-003,2026-03-11T13:03:14.187Z,399.2,399.7,402.4,18.96,19.83,17.12,22.38,137.048,13.705,0.87,58.5,1.10,489
JMS Industrial,TX-JMS,2026-03-11T13:08:14.187Z,398.6,399.2,403.7,15.69,16.60,18.15,20.20,214.306,21.431,0.93,58.1,0.96,411
EBOOT CNC,TX-EBOOT,2026-03-11T13:08:14.187Z,397.7,395.2,399.9,17.17,19.40,19.60,22.33,180.447,18.045,0.92,52.8,1.75,419
SARA Mill,TX-SARA,2026-03-11T13:08:14.187Z,400.2,397.3,399.6,16.47,19.09,16.21,20.66,243.981,24.398,0.85,61.9,1.26,480
Compressor Array,D-003,2026-03-11T13:08:14.187Z,403.4,400.6,403.8,17.71,19.43,18.12,22.24,138.901,13.890,0.90,66.9,0.53,435
JMS Industrial,TX-JMS,2026-03-11T13:13:14.187Z,403.8,402.9,401.2,18.22,16.29,17.96,21.13,216.066,21.607,0.88,42.1,0.25,441
EBOOT CNC,TX-EBOOT,2026-03-11T13:13:14.187Z,397.1,399.8,403.7,18.72,19.31,15.94,21.59,182.245,18.225,0.94,54.8,0.29,494
SARA Mill,TX-SARA,2026-03-11T13:13:14.187Z,401.4,396.4,404.0,19.03,17.91,16.06,21.23,245.750,24.575,0.91,47.7,2.15,407
Compressor Array,D-003,2026-03-11T13:13:14.187Z,403.5,395.3,397.0,19.45,17.89,17.28,21.78,140.716,14.072,0.94,45.2,0.70,421
JMS Industrial,TX-JMS,2026-03-11T13:18:14.187Z,397.4,403.1,397.7,15.08,16.53,15.26,18.72,217.627,21.763,0.90,49.5,2.15,416
EBOOT CNC,TX-EBOOT,2026-03-11T13:18:14.187Z,398.6,397.0,396.4,18.39,18.76,15.71,21.01,183.996,18.400,0.91,57.1,1.56,438
SARA Mill,TX-SARA,2026-03-11T13:18:14.187Z,398.7,398.8,398.4,18.36,19.84,15.34,21.34,247.529,24.753,0.88,61.6,1.32,469
Compressor Array,D-003,2026-03-11T13:18:14.187Z,398.8,397.9,405.0,17.43,18.62,19.48,22.25,142.570,14.257,0.92,56.3,1.74,475
JMS Industrial,TX-JMS,2026-03-11T13:23:14.187Z,401.7,399.6,399.4,15.91,17.54,17.88,20.54,219.338,21.934,0.86,43.6,1.06,490
EBOOT CNC,TX-EBOOT,2026-03-11T13:23:14.187Z,398.3,403.4,396.7,19.14,17.28,15.27,20.65,185.717,18.572,0.91,63.9,1.51,410
SARA Mill,TX-SARA,2026-03-11T13:23:14.187Z,399.7,402.2,402.9,16.96,16.96,15.96,20.03,249.198,24.920,0.87,47.5,1.40,489
Compressor Array,D-003,2026-03-11T13:23:14.187Z,402.7,400.6,403.3,17.69,18.86,18.96,22.32,144.430,14.443,0.89,43.1,1.64,451
JMS Industrial,TX-JMS,2026-03-11T13:28:14.187Z,398.9,398.5,398.0,15.41,16.11,15.40,18.70,220.896,22.090,0.92,62.9,1.44,464
EBOOT CNC,TX-EBOOT,2026-03-11T13:28:14.187Z,398.4,402.3,401.3,18.94,18.99,18.82,22.74,187.612,18.761,0.95,66.8,2.20,455
SARA Mill,TX-SARA,2026-03-11T13:28:14.187Z,398.6,403.4,403.1,18.35,18.29,15.11,20.78,250.930,25.093,0.89,47.4,1.73,451
Compressor Array,D-003,2026-03-11T13:28:14.187Z,403.0,401.8,397.1,18.22,19.76,18.70,22.71,146.323,14.632,0.92,48.2,1.43,466
JMS Industrial,TX-JMS,2026-03-11T13:33:14.187Z,404.1,396.9,404.6,19.97,16.08,18.79,22.06,222.734,22.273,0.88,40.3,1.53,468
EBOOT CNC,TX-EBOOT,2026-03-11T13:33:14.187Z,404.1,402.7,404.3,15.67,15.92,16.38,19.37,189.226,18.923,0.92,52.1,1.39,486
SARA Mill,TX-SARA,2026-03-11T13:33:14.187Z,400.5,403.4,399.9,18.45,19.25,19.20,22.84,252.833,25.283,0.87,63.2,1.97,463
Compressor Array,D-003,2026-03-11T13:33:14.187Z,395.2,402.9,396.8,16.45,15.59,19.61,20.56,148.036,14.804,0.94,69.1,0.61,450
JMS Industrial,TX-JMS,2026-03-11T13:38:14.187Z,404.9,398.0,401.8,17.57,16.16,15.31,19.70,224.376,22.438,0.91,51.0,2.10,466
EBOOT CNC,TX-EBOOT,2026-03-11T13:38:14.187Z,401.7,403.8,399.3,17.29,15.46,19.48,20.97,190.973,19.097,0.94,45.7,2.15,486
SARA Mill,TX-SARA,2026-03-11T13:38:14.187Z,404.4,398.5,402.0,15.81,15.30,15.66,18.78,254.398,25.440,0.92,55.0,0.83,411
Compressor Array,D-003,2026-03-11T13:38:14.187Z,399.2,401.4,396.4,19.58,19.90,18.38,23.09,149.961,14.996,0.89,43.1,1.65,433
JMS Industrial,TX-JMS,2026-03-11T13:43:14.187Z,396.3,398.4,395.1,19.56,15.34,19.54,21.58,226.175,22.617,0.89,66.9,1.54,418
EBOOT CNC,TX-EBOOT,2026-03-11T13:43:14.187Z,400.9,404.4,399.2,17.75,19.86,19.61,22.98,192.888,19.289,0.95,56.0,0.34,477
SARA Mill,TX-SARA,2026-03-11T13:43:14.187Z,399.1,395.8,403.4,15.72,15.98,17.26,19.56,256.028,25.603,0.91,64.5,1.80,435
Compressor Array,D-003,2026-03-11T13:43:14.187Z,397.9,402.9,400.3,17.38,19.40,18.87,22.28,151.818,15.182,0.90,41.1,1.44,422
JMS Industrial,TX-JMS,2026-03-11T13:48:14.187Z,398.4,396.3,396.6,17.28,17.00,18.46,20.94,227.920,22.792,0.86,65.5,1.12,422
EBOOT CNC,TX-EBOOT,2026-03-11T13:48:14.187Z,400.8,400.8,398.6,18.54,19.74,17.29,22.24,194.741,19.474,0.90,61.8,2.15,441
SARA Mill,TX-SARA,2026-03-11T13:48:14.187Z,401.3,403.9,400.7,15.61,17.95,15.91,19.89,257.685,25.769,0.90,56.4,0.26,466
Compressor Array,D-003,2026-03-11T13:48:14.187Z,397.1,395.3,397.6,19.77,18.55,15.20,21.23,153.587,15.359,0.91,42.8,2.18,402
JMS Industrial,TX-JMS,2026-03-11T13:53:14.187Z,395.3,397.4,402.7,15.14,19.08,15.01,19.61,229.554,22.955,0.91,44.9,1.38,477
EBOOT CNC,TX-EBOOT,2026-03-11T13:53:14.187Z,396.1,400.0,404.4,18.35,16.05,18.99,21.37,196.522,19.652,0.87,41.0,0.27,449
SARA Mill,TX-SARA,2026-03-11T13:53:14.187Z,395.5,395.6,398.5,16.85,16.89,18.55,20.74,259.414,25.941,0.87,51.5,0.41,419
Compressor Array,D-003,2026-03-11T13:53:14.187Z,404.3,399.8,397.3,17.40,15.59,16.44,19.80,155.237,15.524,0.88,40.5,1.45,498
JMS Industrial,TX-JMS,2026-03-11T13:58:14.187Z,404.2,404.0,398.4,15.68,17.82,17.98,20.70,231.280,23.128,0.89,59.0,0.42,453
EBOOT CNC,TX-EBOOT,2026-03-11T13:58:14.187Z,398.0,404.3,399.8,15.45,16.94,16.39,19.55,198.151,19.815,0.86,51.7,1.06,411
SARA Mill,TX-SARA,2026-03-11T13:58:14.187Z,401.0,395.8,395.4,18.21,18.32,15.81,20.81,261.148,26.115,0.91,46.6,0.26,451
Compressor Array,D-003,2026-03-11T13:58:14.187Z,396.1,401.7,395.2,17.43,18.06,18.13,21.32,157.014,15.701,0.94,45.5,1.27,496
JMS Industrial,TX-JMS,2026-03-11T14:03:14.187Z,399.2,403.9,403.8,19.82,17.13,17.99,22.10,233.121,23.312,0.95,60.6,0.25,452
EBOOT CNC,TX-EBOOT,2026-03-11T14:03:14.187Z,396.0,396.1,396.5,16.49,16.00,19.57,20.63,199.870,19.987,0.91,62.5,0.22,434
SARA Mill,TX-SARA,2026-03-11T14:03:14.187Z,401.0,404.1,396.7,17.63,17.54,15.89,20.46,262.853,26.285,0.92,66.3,1.12,481
Compressor Array,D-003,2026-03-11T14:03:14.187Z,401.7,404.3,403.3,19.82,17.41,18.60,22.50,158.889,15.889,0.89,56.9,2.10,434
JMS Industrial,TX-JMS,2026-03-11T14:08:14.187Z,397.0,398.2,396.7,15.43,15.96,17.29,19.34,234.733,23.473,0.90,53.7,1.72,439
EBOOT CNC,TX-EBOOT,2026-03-11T14:08:14.187Z,403.5,398.6,398.7,17.97,15.22,18.57,20.72,201.597,20.160,0.87,48.3,1.17,419
SARA Mill,TX-SARA,2026-03-11T14:08:14.187Z,403.1,400.0,404.2,18.56,17.25,17.38,21.41,264.637,26.464,0.95,65.8,1.46,497
Compressor Array,D-003,2026-03-11T14:08:14.187Z,397.7,399.6,398.7,15.36,18.84,17.80,20.74,160.617,16.062,0.89,68.1,0.66,443
JMS Industrial,TX-JMS,2026-03-11T14:13:14.187Z,400.0,403.1,403.1,19.80,16.89,17.36,21.73,236.543,23.654,0.91,51.4,1.04,437
EBOOT CNC,TX-EBOOT,2026-03-11T14:13:14.187Z,401.9,395.5,397.8,17.40,19.71,16.69,21.43,203.383,20.338,0.85,60.2,0.81,482
SARA Mill,TX-SARA,2026-03-11T14:13:14.187Z,400.0,396.2,395.6,18.15,15.59,19.10,20.99,266.386,26.639,0.92,55.8,2.19,408
Compressor Array,D-003,2026-03-11T14:13:14.187Z,400.4,396.7,397.6,17.41,16.82,17.49,20.60,162.333,16.233,0.86,44.8,2.04,440
JMS Industrial,TX-JMS,2026-03-11T14:18:14.187Z,404.4,398.9,404.4,17.10,16.19,15.71,19.73,238.187,23.819,0.86,62.9,0.88,448
EBOOT CNC,TX-EBOOT,2026-03-11T14:18:14.187Z,404.1,396.2,400.9,16.95,18.56,16.71,20.90,205.125,20.512,0.89,41.8,0.84,407
SARA Mill,TX-SARA,2026-03-11T14:18:14.187Z,395.0,403.1,404.0,17.60,16.93,18.20,21.13,268.147,26.815,0.89,56.6,2.17,477
Compressor Array,D-003,2026-03-11T14:18:14.187Z,403.4,395.5,403.7,19.79,15.72,19.40,22.04,164.170,16.417,0.89,55.1,1.61,483
JMS Industrial,TX-JMS,2026-03-11T14:23:14.187Z,400.1,396.0,396.3,18.73,15.76,19.75,21.56,239.984,23.998,0.90,62.7,0.25,470
EBOOT CNC,TX-EBOOT,2026-03-11T14:23:14.187Z,402.5,401.6,403.3,15.33,16.78,16.55,19.58,206.757,20.676,0.87,67.8,2.04,404
SARA Mill,TX-SARA,2026-03-11T14:23:14.187Z,400.1,398.8,402.4,15.79,16.96,19.62,20.98,269.895,26.990,0.95,57.1,1.11,482
Compressor Array,D-003,2026-03-11T14:23:14.187Z,398.0,401.2,397.0,19.80,15.90,18.13,21.46,165.958,16.596,0.91,62.7,0.30,419
JMS Industrial,TX-JMS,2026-03-11T14:28:14.187Z,402.1,395.1,397.3,17.01,17.04,16.69,20.20,241.668,24.167,0.92,51.3,1.46,474
EBOOT CNC,TX-EBOOT,2026-03-11T14:28:14.187Z,402.2,402.3,400.8,18.93,18.04,19.21,22.57,208.637,20.864,0.91,48.7,0.35,436
SARA Mill,TX-SARA,2026-03-11T14:28:14.187Z,396.0,404.2,401.4,16.07,19.37,18.45,21.60,271.695,27.170,0.93,57.7,2.13,415
Compressor Array,D-003,2026-03-11T14:28:14.187Z,395.2,404.4,396.5,15.26,17.82,16.79,19.89,167.616,16.762,0.94,41.6,1.49,429
JMS Industrial,TX-JMS,2026-03-11T14:33:14.187Z,395.7,398.0,396.5,17.74,18.52,18.57,21.75,243.480,24.348,0.92,40.7,1.29,473
EBOOT CNC,TX-EBOOT,2026-03-11T14:33:14.187Z,402.9,398.3,399.4,19.15,19.67,19.13,23.19,210.570,21.057,0.94,68.1,0.69,470
SARA Mill,TX-SARA,2026-03-11T14:33:14.187Z,404.0,404.4,403.1,19.20,16.04,15.62,20.54,273.407,27.341,0.93,67.3,2.00,405
Compressor Array,D-003,2026-03-11T14:33:14.187Z,399.7,403.1,396.4,17.72,19.07,16.47,21.30,169.391,16.939,0.91,69.2,1.77,409
JMS Industrial,TX-JMS,2026-03-11T14:38:14.187Z,403.1,402.0,404.9,16.16,19.32,18.89,21.93,245.308,24.531,0.86,60.1,0.21,403
EBOOT CNC,TX-EBOOT,2026-03-11T14:38:14.187Z,402.4,395.7,397.5,17.67,19.55,16.19,21.28,212.343,21.234,0.87,67.8,1.64,431
SARA Mill,TX-SARA,2026-03-11T14:38:14.187Z,401.6,400.8,399.7,17.03,17.84,20.00,21.98,275.239,27.524,0.87,53.9,0.39,401
Compressor Array,D-003,2026-03-11T14:38:14.187Z,404.2,404.3,400.1,16.31,17.02,15.06,19.50,171.016,17.102,0.95,51.8,0.60,422
JMS Industrial,TX-JMS,2026-03-11T14:43:14.187Z,398.9,399.4,395.9,15.66,17.15,18.00,20.22,246.993,24.699,0.94,40.8,1.07,438
EBOOT CNC,TX-EBOOT,2026-03-11T14:43:14.187Z,397.6,400.6,395.1,18.91,16.50,15.52,20.26,214.032,21.403,0.93,58.6,0.35,461
SARA Mill,TX-SARA,2026-03-11T14:43:14.187Z,399.6,396.7,401.3,15.67,17.08,18.49,20.46,276.944,27.694,0.87,52.1,0.87,458
Compressor Array,D-003,2026-03-11T14:43:14.187Z,403.1,402.7,401.7,19.39,15.64,19.52,21.96,172.846,17.285,0.94,43.6,0.38,443
JMS Industrial,TX-JMS,2026-03-11T14:48:14.187Z,400.3,404.5,398.2,17.56,18.94,19.27,22.36,248.857,24.886,0.94,45.7,0.54,428
EBOOT CNC,TX-EBOOT,2026-03-11T14:48:14.187Z,404.5,397.3,395.3,19.00,19.49,16.21,21.84,215.851,21.585,0.92,67.7,0.67,476
SARA Mill,TX-SARA,2026-03-11T14:48:14.187Z,399.5,396.1,401.3,18.60,18.28,19.06,22.32,278.804,27.880,0.89,51.7,1.46,410
Compressor Array,D-003,2026-03-11T14:48:14.187Z,400.8,396.0,400.3,19.85,18.60,16.68,22.00,174.679,17.468,0.88,59.8,0.80,484
JMS Industrial,TX-JMS,2026-03-11T14:53:14.187Z,401.8,399.6,404.2,19.13,16.35,18.25,21.60,250.657,25.066,0.94,53.1,1.88,425
EBOOT CNC,TX-EBOOT,2026-03-11T14:53:14.187Z,404.5,396.8,395.8,16.09,17.81,17.66,20.56,217.565,21.756,0.91,48.1,0.48,402
SARA Mill,TX-SARA,2026-03-11T14:53:14.187Z,403.3,403.0,399.6,19.04,15.59,17.64,21.01,280.555,28.056,0.86,68.3,1.62,456
Compressor Array,D-003,2026-03-11T14:53:14.187Z,404.5,402.3,397.4,17.17,17.05,15.34,19.90,176.337,17.634,0.93,45.9,0.49,426
JMS Industrial,TX-JMS,2026-03-11T14:58:14.187Z,403.8,405.0,395.9,15.13,17.48,15.41,19.29,252.264,25.226,0.90,66.6,0.50,496
EBOOT CNC,TX-EBOOT,2026-03-11T14:58:14.187Z,399.1,404.1,397.9,19.37,19.28,15.37,21.64,219.368,21.937,0.92,43.7,0.22,419
SARA Mill,TX-SARA,2026-03-11T14:58:14.187Z,399.8,400.6,396.7,17.83,16.14,17.44,20.51,282.265,28.226,0.95,62.0,0.92,456
Compressor Array,D-003,2026-03-11T14:58:14.187Z,398.7,401.7,401.3,18.70,17.38,16.18,20.93,178.081,17.808,0.86,69.9,1.85,437
JMS Industrial,TX-JMS,2026-03-11T15:03:14.187Z,397.8,402.1,402.7,19.21,18.71,15.17,21.27,254.037,25.404,0.89,44.9,0.54,436
EBOOT CNC,TX-EBOOT,2026-03-11T15:03:14.187Z,401.5,400.9,395.9,15.56,16.69,16.11,19.31,220.977,22.098,0.91,58.3,2.01,428
SARA Mill,TX-SARA,2026-03-11T15:03:14.187Z,402.1,400.7,404.0,19.70,18.91,19.74,23.48,284.221,28.422,0.91,46.9,1.56,453
Compressor Array,D-003,2026-03-11T15:03:14.187Z,396.0,404.5,399.2,19.64,16.30,17.20,21.24,179.851,17.985,0.95,47.5,0.93,424
JMS Industrial,TX-JMS,2026-03-11T15:08:14.187Z,395.4,400.5,395.2,18.28,16.71,19.30,21.55,255.832,25.583,0.85,49.7,0.66,446
EBOOT CNC,TX-EBOOT,2026-03-11T15:08:14.187Z,395.9,402.9,400.8,17.94,18.32,17.80,21.62,222.779,22.278,0.93,47.9,0.60,427
SARA Mill,TX-SARA,2026-03-11T15:08:14.187Z,403.5,401.5,401.1,15.07,19.03,17.32,20.67,285.943,28.594,0.90,58.3,2.18,466
Compressor Array,D-003,2026-03-11T15:08:14.187Z,398.6,399.3,404.0,16.12,16.20,17.57,19.99,181.517,18.152,0.86,50.1,0.73,410
JMS Industrial,TX-JMS,2026-03-11T15:13:14.187Z,395.6,403.7,399.7,17.77,18.46,16.54,21.09,257.590,25.759,0.93,40.4,0.93,463
EBOOT CNC,TX-EBOOT,2026-03-11T15:13:14.187Z,402.7,398.7,396.1,18.02,15.91,15.82,19.86,224.434,22.443,0.94,44.3,1.75,448
SARA Mill,TX-SARA,2026-03-11T15:13:14.187Z,400.4,399.2,404.0,16.71,19.96,18.64,22.19,287.792,28.779,0.93,66.9,1.18,462
Compressor Array,D-003,2026-03-11T15:13:14.187Z,400.5,399.2,398.8,19.94,18.34,16.87,22.03,183.354,18.335,0.91,47.7,1.58,478
JMS Industrial,TX-JMS,2026-03-11T15:18:14.187Z,403.5,402.8,400.0,16.37,16.71,18.97,20.92,259.334,25.933,0.88,41.9,0.81,427
EBOOT CNC,TX-EBOOT,2026-03-11T15:18:14.187Z,404.2,395.0,402.0,18.29,17.29,15.48,20.45,226.138,22.614,0.86,45.3,0.31,435
SARA Mill,TX-SARA,2026-03-11T15:18:14.187Z,400.9,398.1,398.5,17.05,18.25,18.44,21.45,289.580,28.958,0.90,54.7,2.20,406
Compressor Array,D-003,2026-03-11T15:18:14.187Z,395.3,398.8,400.1,15.46,17.94,15.62,19.52,184.980,18.498,0.87,56.6,1.12,434
JMS Industrial,TX-JMS,2026-03-11T15:23:14.187Z,404.9,398.7,396.6,16.41,17.85,18.10,20.94,261.079,26.108,0.92,65.2,0.46,478
EBOOT CNC,TX-EBOOT,2026-03-11T15:23:14.187Z,396.2,400.5,400.1,18.12,18.56,17.76,21.72,227.948,22.795,0.88,52.9,2.07,452
SARA Mill,TX-SARA,2026-03-11T15:23:14.187Z,401.1,402.5,395.8,15.43,15.50,17.21,19.24,291.183,29.118,0.89,46.8,1.36,425
Compressor Array,D-003,2026-03-11T15:23:14.187Z,399.7,403.4,399.6,16.06,15.08,17.92,19.66,186.618,18.662,0.91,60.0,1.79,488
JMS Industrial,TX-JMS,2026-03-11T15:28:14.187Z,403.8,397.4,404.9,17.70,18.07,18.06,21.64,262.882,26.288,0.87,49.2,0.96,460
EBOOT CNC,TX-EBOOT,2026-03-11T15:28:14.187Z,404.5,398.5,398.8,16.87,19.18,15.09,20.48,229.655,22.965,0.89,54.5,0.40,478
SARA Mill,TX-SARA,2026-03-11T15:28:14.187Z,404.1,401.7,397.2,19.81,16.57,19.37,22.35,293.046,29.305,0.91,54.6,0.30,429
Compressor Array,D-003,2026-03-11T15:28:14.187Z,398.8,398.2,402.5,18.67,18.51,17.59,21.89,188.443,18.844,0.86,55.8,0.99,447
JMS Industrial,TX-JMS,2026-03-11T15:33:14.187Z,403.5,404.7,398.0,15.26,18.40,16.32,20.10,264.557,26.456,0.85,43.8,1.93,417
EBOOT CNC,TX-EBOOT,2026-03-11T15:33:14.187Z,403.2,398.3,396.5,16.19,16.50,17.35,19.98,231.320,23.132,0.95,41.2,0.59,438
SARA Mill,TX-SARA,2026-03-11T15:33:14.187Z,399.6,399.9,401.1,19.76,19.47,15.39,21.85,294.867,29.487,0.92,60.7,0.27,431
Compressor Array,D-003,2026-03-11T15:33:14.187Z,403.2,399.8,397.5,15.89,18.84,19.78,21.80,190.260,19.026,0.89,69.6,0.53,429
JMS Industrial,TX-JMS,2026-03-11T15:38:14.187Z,405.0,396.2,395.9,15.92,16.05,18.75,20.23,266.243,26.624,0.94,40.9,0.30,488
EBOOT CNC,TX-EBOOT,2026-03-11T15:38:14.187Z,399.9,397.4,395.9,18.62,16.21,19.35,21.55,233.115,23.312,0.89,57.9,1.01,486
SARA Mill,TX-SARA,2026-03-11T15:38:14.187Z,396.6,401.4,403.1,19.09,15.42,15.69,20.09,296.541,29.654,0.87,49.2,1.39,450
Compressor Array,D-003,2026-03-11T15:38:14.187Z,398.0,399.6,402.9,17.36,18.68,17.73,21.51,192.053,19.205,0.89,42.9,0.43,456
JMS Industrial,TX-JMS,2026-03-11T15:43:14.187Z,402.2,397.8,395.9,17.13,17.68,18.53,21.26,268.015,26.801,0.94,53.2,0.72,432
EBOOT CNC,TX-EBOOT,2026-03-11T15:43:14.187Z,402.6,402.2,399.6,15.44,16.66,16.80,19.63,234.751,23.475,0.94,58.8,0.22,499
SARA Mill,TX-SARA,2026-03-11T15:43:14.187Z,396.6,400.9,401.9,15.73,15.41,16.33,18.98,298.123,29.812,0.90,45.1,1.99,490
